District,County,District_type,Enrollment,FRL_Perc,Disadv_Perc,EL_Perc,Grad_Perc,Teach_to_stud,Susp_Perc,Chronic_absent,Math_metAbove,ELA_metAbove,Per_pupil_exp,Teacher_salary,Avg Years Teaching (District)
Happy Camp Union Elementary (Siskiyou),Siskiyou,Elementary School District,110,77.3,77.27,N/A,N/A,N/A,7.9,29.5,9.23,17.91,13585,76081,N/A
Shoreline Unified (Marin),Marin,Unified School District,508,66.9,68.9,42.1,94.3,N/A,3.7,17.7,27.41,43.63,29742,87808,N/A
Cienega Union Elementary (San Benito),San Benito,Elementary School District,25,32,44,28,N/A,0,0,6.3,35,42.11,11515,76081,N/A
Alpine County Office of Education (Alpine),Alpine,County Office of Education (COE),6023,0,0,N/A,N/A,0,N/A,N/A,37.2,48.3,14708,76081,N/A
Arena Union Elementary/Point Arena Joint Union High (Mendocino),Mendocino,Common Administration District,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,22151,57730,N/A
Modesto City Schools (Stanislaus),Stanislaus,Common Administration District,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,13243,93066,N/A
Petaluma City Elementary/Joint Union High (Sonoma),Sonoma,Common Administration District,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,12477,72581,N/A
Santa Cruz City Elementary/High (Santa Cruz),Santa Cruz,Common Administration District,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,14533,77764,N/A
Santa Rosa City Schools (Sonoma),Sonoma,Common Administration District,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,13576,74869,N/A
SBE - Celerity Rolas (Los Angeles),Los Angeles,State Board of Education Charter,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,14708,76081,N/A
SBE - Paramount Collegiate Academy (Sacramento),Sacramento,State Board of Education Charter,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,14708,76081,N/A
SBE - Wei Yu International Charter (Santa Clara),Santa Clara,State Board of Education Charter,6023,56.8,60,18.4,N/A,20.2,3.5,13.1,37.3,48.3,14708,76081,N/A
Southside Elementary (San Benito),San Benito,Elementary School District,213,21.6,27.7,16,N/A,N/A,2.2,6.8,50,68.53,9051,76081,N/A
Knights Ferry Elementary (Stanislaus),Stanislaus,Elementary School District,153,22.2,28.1,7.2,N/A,N/A,2.5,12.4,51.69,51.14,9294,48985,N/A
Magnolia Union Elementary (Imperial),Imperial,Elementary School District,141,17.7,20.57,5,N/A,N/A,0,1.4,57.3,63.33,10083,76081,N/A
Elkins Elementary (Tehama),Tehama,Elementary School District,13,92.3,92.31,N/A,N/A,13,0,28.6,37.2,48.3,14967,76081,33
Montgomery Elementary (Sonoma),Sonoma,Elementary School District,33,45.5,45.45,3,N/A,11,0,44.1,71.43,50,26233,66129,25
Klamath River Union Elementary (Siskiyou),Siskiyou,Elementary School District,12,75,75,N/A,N/A,12,7.7,23.1,37.2,48.3,22222,76081,24
Sierra County Office of Education (Sierra),Sierra,County Office of Education (COE),6023,0,0,N/A,N/A,0,N/A,N/A,37.2,48.3,14708,76081,21
Montebello Unified (Los Angeles),Los Angeles,Unified School District,25409,82.6,87.61,33.2,80.9,24.1,3,13.4,23.88,36.73,13362,97044,18
Vista del Mar Union (Santa Barbara),Santa Barbara,Elementary School District,51,39.2,43.14,27.5,N/A,10.9,1.9,21.2,27.27,30.3,30193,76081,18
Bitterwater-Tully Elementary (San Benito),San Benito,Elementary School District,35,25.7,34.29,11.4,N/A,17.5,0,7.9,28,68,10086,76081,18
Mountain View Elementary (Los Angeles),Los Angeles,Elementary School District,6346,92.2,95.1,55.5,N/A,21,1.8,7.4,28.38,39.57,10609,97079,18
Richgrove Elementary (Tulare),Tulare,Elementary School District,589,96.1,97.79,65.5,N/A,20.3,3.8,8.5,13.27,19.8,15801,79595,17
El Rancho Unified (Los Angeles),Los Angeles,Unified School District,8472,71.7,74.99,17.7,91.4,21.7,2.9,10.5,28.79,43.34,12467,81373,17
Summerville Elementary (Tuolumne),Tuolumne,Elementary School District,409,45.7,45.72,0.2,N/A,20,1.6,15.3,32.31,46.39,10788,76081,17
Ojai Unified (Ventura),Ventura,Unified School District,2453,50.2,52.7,14.1,92,22.4,3.5,10.8,32.68,43.66,11470,67056,17
Bassett Unified (Los Angeles),Los Angeles,Unified School District,3520,93.1,94.21,27.5,96,21.9,2.7,11,32.81,47.33,13004,82204,17
Valle Lindo Elementary (Los Angeles),Los Angeles,Elementary School District,1087,82.3,83.01,9.5,N/A,21.3,1.8,7.1,39.25,52.67,12505,103682,17
Buena Park Elementary (Orange),Orange,Elementary School District,4552,68.6,77.27,39.8,N/A,22.8,2.1,6.9,40.25,44.86,13151,92155,17
La Mesa-Spring Valley (San Diego),San Diego,Elementary School District,12400,57.7,60.55,18.8,N/A,25.5,4.6,12.7,41.74,52.87,11727,87249,17
Magnolia Elementary (Orange),Orange,Elementary School District,5851,83.5,87.75,46.7,N/A,23.2,1.2,8.9,46.76,53.57,11999,93858,17
Centralia Elementary (Orange),Orange,Elementary School District,4221,59.4,63.98,23.7,N/A,24.7,0.2,5.5,59.59,63.64,12347,95166,17
Franklin Elementary (Sutter),Sutter,Elementary School District,486,25.9,27.57,8.2,N/A,23.1,2.1,5.6,67.76,69.46,9598,80439,17
Santa Barbara County Office of Education (Santa Barbara),Santa Barbara,County Office of Education (COE),186,65.1,86.56,40.9,33.3,6.8,3.1,32,0,5.45,14708,84359,16
South Whittier Elementary (Los Angeles),Los Angeles,Elementary School District,2716,88.3,91.04,41.9,N/A,22.5,2.1,9.2,24.96,36.86,13463,84220,16
Dunsmuir Elementary (Siskiyou),Siskiyou,Elementary School District,90,72.2,72.22,N/A,N/A,22.5,2.6,21.8,25,26.67,13510,56472,16
La Habra City Elementary (Orange),Orange,Elementary School District,4656,74.6,77.63,30.8,N/A,22,1.8,6.7,30.56,40.4,12984,93160,16
Azusa Unified (Los Angeles),Los Angeles,Unified School District,8010,82.1,85.26,27,90.6,18.7,3,9.1,30.73,39.51,14218,87388,16
Cuddeback Union Elementary (Humboldt),Humboldt,Elementary School District,149,47,46.98,0.7,N/A,18.6,0,5.3,31.33,53.01,10994,53857,16
McCloud Union Elementary (Siskiyou),Siskiyou,Elementary School District,60,70,70,N/A,N/A,16.7,1.5,23.1,35,46.51,13035,56825,16
Mountain View Elementary (San Bernardino),San Bernardino,Elementary School District,2532,60.4,63.96,15,N/A,24.5,1.5,9.6,35.45,52.5,14553,89721,16
San Francisco County Office of Education (San Francisco),San Francisco,County Office of Education (COE),295,53.1,62.87,21.4,31.5,10.8,0.8,50.9,37.2,48.3,14708,76081,16
Vallecitos Elementary (San Diego),San Diego,Elementary School District,202,99.5,99.5,48,N/A,17,0.9,7.3,39.23,54.26,12434,76081,16
Downey Unified (Los Angeles),Los Angeles,Unified School District,22064,68.6,71.51,14.9,96.1,22.5,3.4,10.3,41.09,52.71,12831,97043,16
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,73221,68.4,70.11,16.9,87.5,23.2,3.6,15.1,45.65,53.92,13154,94044,16
Alta-Dutch Flat Union Elementary (Placer),Placer,Elementary School District,99,44.4,44.44,N/A,N/A,21.1,1.8,3.7,46.67,51.67,15317,76081,16
Westminster (Orange),Orange,Elementary School District,9120,72.3,76.51,39.8,N/A,21.1,2.8,5.6,51.91,57.94,11711,92836,16
Ocean View (Orange),Orange,Elementary School District,7986,46.6,50.16,22.8,N/A,23.1,2.2,6.5,57.55,63.06,11350,91766,16
Hope Elementary (Santa Barbara),Santa Barbara,Elementary School District,950,32.1,36,16.3,N/A,21.9,0.6,5.2,60.53,69.64,11029,89451,16
Evergreen Elementary (Santa Clara),Santa Clara,Elementary School District,10839,29,41.84,24.3,N/A,24.7,1.8,6.5,61.4,65.82,10959,96244,16
McKittrick Elementary (Kern),Kern,Elementary School District,74,36.5,36.49,N/A,N/A,14.8,2.5,11.4,70,70,28081,76081,16
Ballard Elementary (Santa Barbara),Santa Barbara,Elementary School District,132,4.6,9.85,5.3,N/A,17.6,0,3,84.93,87.67,17941,101960,16
Lost Hills Union Elementary (Kern),Kern,Elementary School District,418,72.1,88.26,62.4,N/A,21.7,3.8,9.5,12.94,27.36,17070,76081,15
Hueneme Elementary (Ventura),Ventura,Elementary School District,8243,82.9,86.32,43.8,N/A,22.5,1.7,7.3,17.53,29.41,11951,93196,15
Calexico Unified (Imperial),Imperial,Unified School District,9246,86.1,91.51,64.5,82.4,22.8,5,19.2,22.57,33.03,13417,80998,15
Piner-Olivet Union Elementary (Sonoma),Sonoma,Elementary School District,1261,48.5,55.91,23.7,N/A,22.5,1.6,13.8,27.33,42.24,15290,80098,15
Pomona Unified (Los Angeles),Los Angeles,Unified School District,23185,89.3,90.59,23.2,89.4,13.3,3.8,12.9,27.41,41.06,13569,81620,15
Anaheim Union High (Orange),Orange,High School District,30292,71.3,73.87,20.7,87.8,25.5,3.1,13,28.08,46.39,12707,97259,15
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,607723,79.3,81.09,20.3,78,19,0.7,18.4,33.47,43.9,15920,78962,15
El Monte Union High (Los Angeles),Los Angeles,High School District,8642,87.8,89.39,19,83.9,20.7,2.7,13.2,33.94,60.12,14922,88746,15
Ontario-Montclair (San Bernardino),San Bernardino,Elementary School District,20606,87.1,88.74,25.8,N/A,20.9,3,9,35.58,43.92,13940,91106,15
Curtis Creek Elementary (Tuolumne),Tuolumne,Elementary School District,454,55.1,55.73,3.3,N/A,23.9,1.8,11,36.19,47.62,10635,64483,15
Hughes-Elizabeth Lakes Union Elementary (Los Angeles),Los Angeles,Elementary School District,196,30.1,31.63,2.6,N/A,24.5,1.4,13.5,36.27,57.84,10685,76081,15
Los Nietos (Los Angeles),Los Angeles,Elementary School District,1558,82.4,90.86,29.8,N/A,21.3,3.5,9,38.54,49.17,15275,76081,15
Pleasant Ridge Union Elementary (Nevada),Nevada,Elementary School District,1148,33,33.39,0.8,N/A,21.3,2.8,10.4,38.62,48.29,10829,76299,15
Simi Valley Unified (Ventura),Ventura,Unified School District,16451,34,36.56,11.2,89.3,22.2,3.2,9.5,43,54.17,11272,80731,15
Fullerton Joint Union High (Orange),Orange,High School District,13695,49.1,51.08,10.4,89.5,26.2,5.2,12,43.84,65.1,11862,98049,15
Charter Oak Unified (Los Angeles),Los Angeles,Unified School District,4581,55.5,58.41,10.5,94.2,22.3,2.4,9.4,45.72,54.71,12508,89257,15
Moorpark Unified (Ventura),Ventura,Unified School District,6255,35.7,38.9,14.5,91.3,21.4,2.1,7.5,48.07,60.64,10610,72354,15
Mark West Union Elementary (Sonoma),Sonoma,Elementary School District,1444,33.7,36.08,11,N/A,20.1,2.9,8.7,49.1,50.84,11802,78488,15
East Whittier City Elementary (Los Angeles),Los Angeles,Elementary School District,8570,55.5,56.77,11,N/A,22.2,2.6,6.9,51.82,59.83,11469,87617,15
Hickman Community Charter (Stanislaus),Stanislaus,Elementary School District,1030,38.6,39.9,7.9,N/A,22.1,1.8,1,52.06,61.26,9964,83803,15
Saddleback Valley Unified (Orange),Orange,Unified School District,26747,29.8,34.87,17.4,92.8,26,1.1,8.4,53.2,63.83,11602,89371,15
Lowell Joint (Los Angeles),Los Angeles,Elementary School District,3152,39.9,42,8.8,N/A,23.7,2.5,6.2,53.86,61.64,9487,86507,15
Glendale Unified (Los Angeles),Los Angeles,Unified School District,25789,51.6,57.02,23,88.3,23,2.5,6.9,54.6,64.14,12300,84524,15
Saugus Union (Los Angeles),Los Angeles,Elementary School District,9791,22,27.81,12.1,N/A,23.1,0.4,5.9,56.06,66.34,10948,82592,15
Conejo Valley Unified (Ventura),Ventura,Unified School District,18408,24.7,27.19,9.6,95.9,22.3,1.6,6.6,57.5,66.49,10739,84606,15
Glendora Unified (Los Angeles),Los Angeles,Unified School District,7198,28.8,31.09,6.3,98,22.1,1.9,6.6,58.67,67.25,11470,88602,15
Placentia-Yorba Linda Unified (Orange),Orange,Unified School District,25477,37.3,40.05,14.7,95,24.5,2.1,8.9,58.91,68.44,10951,85428,15
Waugh Elementary (Sonoma),Sonoma,Elementary School District,854,15.7,20.21,9.6,N/A,20.7,0.8,3.2,64.05,71.22,10526,77969,15
Cypress Elementary (Orange),Orange,Elementary School District,3923,34.2,43.51,17.5,N/A,22.8,0.3,4.2,66.96,69.06,10759,87898,15
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5636,39.3,47.41,19.4,97.3,22.6,1.2,5.1,67.86,70.62,10712,87228,15
Eureka Union (Placer),Placer,Elementary School District,3345,13.3,17.01,6,N/A,21.7,1.1,5.1,69.58,79.09,10807,79781,15
Del Norte County Office of Education (Del Norte),Del Norte,County Office of Education (COE),364,65.9,67.58,1.6,84.5,17.3,2.2,13.6,5.23,26.32,14708,76081,14
Corning Union High (Tehama),Tehama,High School District,1010,73,75.54,18,88.9,20.8,6.4,11.8,11.61,41.41,13119,76081,14
Gerber Union Elementary (Tehama),Tehama,Elementary School District,378,83.1,89.68,40.5,N/A,19.1,1.4,7.6,14.84,28.91,12914,70531,14
Coachella Valley Unified (Riverside),Riverside,Unified School District,18013,93.2,94.43,41.1,79,21.9,4.7,17.9,20.55,28.85,14028,94540,14
Oroville Union High (Butte),Butte,High School District,2196,75.4,75.59,2.6,84.6,21.1,12.7,26,21.24,53.33,14062,72761,14
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4029,50.7,55.05,24.6,87.9,22.8,5.7,16.3,23.96,39.35,12152,82955,14
Jurupa Unified (Riverside),Riverside,Unified School District,19344,73,77.8,30.7,90.1,21.9,3.6,12.7,24.68,37.68,12379,91907,14
Colton Joint Unified (San Bernardino),San Bernardino,Unified School District,22014,77.6,80.51,20.1,90.8,20.5,5,11.9,25.05,38.56,12390,82937,14
Santa Ana Unified (Orange),Orange,Unified School District,51482,80.7,84.26,33.9,87.6,22.6,3.2,7.8,25.09,31.62,13912,94411,14
El Tejon Unified (Kern),Kern,Unified School District,748,65.8,66.58,6.8,96.4,21.6,10,20.8,25.36,47.84,12603,76081,14
Fontana Unified (San Bernardino),San Bernardino,Unified School District,36335,84.5,87.51,27.7,91.5,21.4,3.2,11,25.55,41.1,14069,88170,14
Hilmar Unified (Merced),Merced,Unified School District,2388,55.9,58.9,21.9,96.5,19.5,5.3,8.6,25.68,42.17,12197,77734,14
Lynwood Unified (Los Angeles),Los Angeles,Unified School District,13802,92.5,93.98,26,90.1,23.8,3.1,18.9,26.07,37.69,13466,82065,14
Livingston Union (Merced),Merced,Elementary School District,2464,84.4,89.01,49,N/A,20.8,1.9,4.9,26.6,37.55,11794,83522,14
Merced City Elementary (Merced),Merced,Elementary School District,11009,78.5,79.95,17.8,N/A,22.5,3.7,10.6,26.68,40.78,11702,92744,14
Cucamonga Elementary (San Bernardino),San Bernardino,Elementary School District,2431,71.4,74.21,15,N/A,19.3,4.9,9.6,28.49,42.67,13541,82302,14
Bear Valley Unified (San Bernardino),San Bernardino,Unified School District,2456,70.8,72.19,14.3,88.1,21.5,4.2,16.9,30.6,46.66,12016,81529,14
Black Butte Union Elementary (Shasta),Shasta,Elementary School District,210,73.3,73.33,1.9,N/A,22.8,2,24.8,31.01,33.33,13258,67532,14
Bellflower Unified (Los Angeles),Los Angeles,Unified School District,11671,69.3,71.93,18.4,92.2,21.2,5.8,11.4,32.2,50.28,12912,82831,14
Tipton Elementary (Tulare),Tulare,Elementary School District,549,80.6,87.16,66.3,N/A,20.3,1.5,3.1,32.42,41.27,12822,79925,14
Sonora Union High (Tuolumne),Tuolumne,High School District,1051,40.6,41.67,2.6,91.4,24.8,12.8,19.5,32.5,64.02,13911,74569,14
Sweetwater Union High (San Diego),San Diego,High School District,40364,58.2,63.36,23,86.2,22,4.8,12.7,32.71,54.43,12733,86862,14
Grossmont Union High (San Diego),San Diego,High School District,21342,57.5,59.02,11.1,82.6,21.4,4.2,15.8,32.72,56.07,14716,84316,14
Whittier Union High (Los Angeles),Los Angeles,High School District,11404,71.5,72.7,9.4,91.8,24.7,3.8,11.5,32.74,59.01,14560,97882,14
Gridley Unified (Butte),Butte,Unified School District,2083,73.6,74.99,17.6,89.8,24.7,5.1,11.6,34.84,43.37,11797,77020,14
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,17387,75.1,76.95,16.8,91.9,21.3,3.8,9.7,34.99,47.24,13418,92057,14
Dunsmuir Joint Union High (Siskiyou),Siskiyou,High School District,61,68.9,68.85,N/A,81.3,8.8,18.8,30.2,35.71,46.15,32797,49723,14
Riverside Unified (Riverside),Riverside,Unified School District,42153,65.1,66.64,16.4,95.3,22.3,4.4,11.2,36.07,50.85,12882,95171,14
Lennox (Los Angeles),Los Angeles,Elementary School District,7212,91.7,93.54,37,N/A,18.4,2.8,9.3,36.18,43.25,14188,90892,14
Mother Lode Union Elementary (El Dorado),El Dorado,Elementary School District,1030,58.8,60.92,14,N/A,20.6,9.7,11.6,36.24,41.22,11182,68338,14
Bolinas-Stinson Union (Marin),Marin,Elementary School District,90,40,40,7.8,N/A,9.4,1.1,28.6,36.96,56.25,54464,76081,14
Hawthorne (Los Angeles),Los Angeles,Elementary School District,8072,86.7,89.06,27.8,N/A,20.1,0.6,10.4,38.28,47.54,12538,82869,14
Covina-Valley Unified (Los Angeles),Los Angeles,Unified School District,11713,69,70.55,9,97.5,21.3,2.3,10.1,38.73,54.53,13064,88603,14
Galt Joint Union Elementary (Sacramento),Sacramento,Elementary School District,3580,61,63.44,21.4,N/A,20.5,3,11.6,40.95,50.13,11533,78761,14
Rowland Unified (Los Angeles),Los Angeles,Unified School District,13951,75.3,78.24,22.9,87.8,23.5,1.7,10,41.04,51,12965,87873,14
Hacienda la Puente Unified (Los Angeles),Los Angeles,Unified School District,18097,73.9,76.59,19.4,93.2,21.6,3.3,7.7,41.54,55.19,12276,89841,14
New Haven Unified (Alameda),Alameda,Unified School District,11281,45.3,52.69,20.9,88.9,22,2.6,48.4,41.92,50.86,12397,100808,14
Little Lake City Elementary (Los Angeles),Los Angeles,Elementary School District,4355,68,70.97,15,N/A,20.1,1.2,6.1,43.03,55.99,12308,79301,14
Big Creek Elementary (Fresno),Fresno,Elementary School District,45,17.8,17.78,N/A,N/A,11.3,3.9,19.6,43.75,75,26198,76081,14
Ventura Unified (Ventura),Ventura,Unified School District,16353,55.2,56.81,16.6,89.1,22.2,2.7,7.4,44,54.84,11502,77464,14
Redlands Unified (San Bernardino),San Bernardino,Unified School District,21240,58.9,60.17,8.8,92.1,22.3,3.6,12.9,44.21,57.16,11782,84929,14
Midway Elementary (Kern),Kern,Elementary School District,80,52.5,52.5,N/A,N/A,13.3,0,8.8,44.78,52.24,17813,70394,14
Elk Grove Unified (Sacramento),Sacramento,Unified School District,63917,53.6,56.48,14.1,90.3,20.7,5.1,10.4,45.09,55.75,12222,81565,14
Savanna Elementary (Orange),Orange,Elementary School District,2199,70.6,77.34,39.5,N/A,20.9,1.2,5.4,45.53,50.4,11913,89292,14
Corona-Norco Unified (Riverside),Riverside,Unified School District,53002,44.8,48.54,15.4,93.4,23.9,3.2,6.8,46.8,61.23,11299,101255,14
San Diego Unified (San Diego),San Diego,Unified School District,124105,58.5,61.65,21.1,88,20,3.6,12.4,48.47,56.85,13888,83542,14
Sulphur Springs Union (Los Angeles),Los Angeles,Elementary School District,5336,52,55.2,19.3,N/A,23.3,1,9.1,49.8,59.85,11184,76145,14
Oak View Union Elementary (San Joaquin),San Joaquin,Elementary School District,376,52.7,52.66,15.7,N/A,19.5,4.4,5.7,49.81,55.77,10856,74901,14
Sundale Union Elementary (Tulare),Tulare,Elementary School District,826,45.5,45.88,12,N/A,25,0.4,2.1,50.19,57.04,10123,78315,14
Dry Creek Joint Elementary (Placer),Placer,Elementary School District,6808,42.6,48.06,17.6,N/A,21,1.9,6.6,51.58,60.39,10620,82550,14
West Side Union Elementary (Sonoma),Sonoma,Elementary School District,178,37.1,39.89,16.3,N/A,19.8,1.1,3.3,52.17,66.3,11753,65369,14
Garden Grove Unified (Orange),Orange,Unified School District,42301,68.6,74.5,33.9,92.7,23.2,2.8,8.1,52.18,61,12964,100324,14
ABC Unified (Los Angeles),Los Angeles,Unified School District,20465,50,54.51,18.5,93.3,23.5,1.6,7,54.9,65.84,11678,84747,14
Alhambra Unified (Los Angeles),Los Angeles,Unified School District,16531,62.3,67.94,24.4,93.5,22.1,0.3,5,56.38,63.62,13209,87578,14
Saucelito Elementary (Tulare),Tulare,Elementary School District,78,76.9,80.77,42.3,N/A,16.3,0,2.4,57.41,40.74,15039,64071,14
Rosemead Elementary (Los Angeles),Los Angeles,Elementary School District,2418,81.2,86.4,42.2,N/A,21.2,2.3,4.1,57.57,62.25,13361,93230,14
Garvey Elementary (Los Angeles),Los Angeles,Elementary School District,4574,79.1,84.54,39.8,N/A,20,1,5,58.07,58.73,14438,85197,14
Goleta Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,3566,37.6,45.41,25.5,N/A,20.4,0.9,7.2,59.63,65.23,15958,92447,14
Capistrano Unified (Orange),Orange,Unified School District,53269,26,28.31,9.5,95.7,25.4,2.1,10.8,61.18,70.56,10491,88025,14
Torrance Unified (Los Angeles),Los Angeles,Unified School District,23394,30.6,39.02,15.3,95.4,21.7,2.2,6.1,62.43,67.41,10980,80717,14
Grant Elementary (Shasta),Shasta,Elementary School District,634,20,20.03,0.3,N/A,20.4,0.9,1.7,64.81,77.66,12075,73079,14
Graves Elementary (Monterey),Monterey,Elementary School District,42,19.1,26.19,9.5,N/A,21,0,4.5,66.67,74.07,11079,62529,14
Encinitas Union Elementary (San Diego),San Diego,Elementary School District,5280,16.3,18.47,9.6,N/A,21.2,0.2,5.6,70.68,74.68,12505,84529,14
French Gulch-Whiskeytown Elementary (Shasta),Shasta,Elementary School District,23,87,86.96,N/A,N/A,8.8,3.6,18.5,71.43,46.15,19786,76081,14
Palos Verdes Peninsula Unified (Los Angeles),Los Angeles,Unified School District,11217,8,13.94,6.8,98.1,22.7,1.3,5.5,72.04,76.13,11738,86996,14
Cardiff Elementary (San Diego),San Diego,Elementary School District,695,16.7,17.55,6.6,N/A,16.7,0.4,6.3,73.58,72.28,15487,87917,14
Los Alamitos Unified (Orange),Orange,Unified School District,9730,16.8,18.25,2.2,97.6,24.5,2.1,3.7,74.17,83.74,11472,103720,14
Walnut Valley Unified (Los Angeles),Los Angeles,Unified School District,13879,22.5,30.75,12.3,96.9,22.6,1.7,4.1,74.87,77.08,10481,83974,14
Portola Valley Elementary (San Mateo),San Mateo,Elementary School District,575,8.2,11.13,4.5,N/A,12.5,1,3.6,83.38,86.52,27546,106876,14
Del Mar Union Elementary (San Diego),San Diego,Elementary School District,4263,7.9,17.66,11.8,N/A,18.9,0.1,3.9,84.3,86.15,14146,90187,14
Antioch Unified (Contra Costa),Contra Costa,Unified School District,17183,69.2,72.97,19.9,80.6,22.1,8.7,20.4,16.86,29.38,13563,82914,13
Red Bluff Joint Union High (Tehama),Tehama,High School District,1643,60.1,60.44,3.1,87.1,19.4,4.9,18,19.8,41.36,13985,75643,13
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,388,84,88.66,59,93.3,15.8,4.8,22.9,20.2,36,16023,74614,13
Stockton Unified (San Joaquin),San Joaquin,Unified School District,41634,74.5,78.92,22.8,78.3,26.7,6,18.4,20.85,30.28,15168,76001,13
Oxnard Union High (Ventura),Ventura,High School District,17538,61.9,63.86,11.8,85.4,23.4,6.2,16.9,21.27,40.58,12541,91581,13
Modesto City Elementary (Stanislaus),Stanislaus,Elementary School District,15569,84.8,86.84,35,N/A,18.7,2.8,9.6,22.06,30.78,14708,76081,13
Rialto Unified (San Bernardino),San Bernardino,Unified School District,25066,88.9,89.97,23.7,90.9,22.3,4.6,16.1,22.42,35.7,13556,86338,13
Rim of the World Unified (San Bernardino),San Bernardino,Unified School District,3236,59.5,62.01,10.9,87.4,24.3,8.9,18.1,23.41,41.47,11869,72709,13
Selma Unified (Fresno),Fresno,Unified School District,6393,83.4,85.06,26.5,91.2,20.2,6,11,23.55,43.78,13766,81123,13
Moreno Valley Unified (Riverside),Riverside,Unified School District,32763,82.4,84.32,19.9,91.2,22.4,5.8,16.4,23.71,34.62,13689,87184,13
Modesto City High (Stanislaus),Stanislaus,High School District,15527,64.3,65.64,9.5,87.2,22.6,6.3,18.7,24.36,50.79,14708,76081,13
Cascade Union Elementary (Shasta),Shasta,Elementary School District,1206,79.4,80.6,9.6,N/A,20.3,4.8,13.2,24.37,31.11,14087,66157,13
El Nido Elementary (Merced),Merced,Elementary School District,181,85.1,90.06,74.6,N/A,20.1,0.5,5.2,24.53,36.79,13583,67847,13
Del Norte County Unified (Del Norte),Del Norte,Unified School District,3902,67.3,68.1,7.6,90.7,20.4,5.8,18.9,25.48,35.65,13174,69119,13
Oroville City Elementary (Butte),Butte,Elementary School District,2583,74.8,75.18,6.3,N/A,20.7,10.7,21.4,25.91,32.65,12872,79975,13
Calaveras Unified (Calaveras),Calaveras,Unified School District,2814,55.8,56.86,3.2,90.9,21.1,10.8,17.2,26.3,36.05,12071,72239,13
Delhi Unified (Merced),Merced,Unified School District,2581,85.2,88.13,38.2,98.2,20.9,6.8,11.3,26.33,36.89,13261,85336,13
Calipatria Unified (Imperial),Imperial,Unified School District,1136,83.3,84.68,35.1,92.6,17.7,4.8,13.5,26.83,45.47,14587,76081,13
Terra Bella Union Elementary (Tulare),Tulare,Elementary School District,883,92.1,97.85,76.1,N/A,21,0.9,7.9,26.83,30.82,13475,81966,13
Anderson Union High (Shasta),Shasta,High School District,1737,54.7,55.33,2.2,86.3,21.6,7.9,22.1,28.32,56.36,13184,69973,13
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31536,82.7,85.89,30.7,85,20.7,6.1,22.8,28.81,37.09,14095,78115,13
Manteca Unified (San Joaquin),San Joaquin,Unified School District,23617,59.9,65.31,23.1,94.3,21.9,5.2,12.2,28.89,47.4,11693,80457,13
Yreka Union Elementary (Siskiyou),Siskiyou,Elementary School District,1012,71.4,71.64,2.5,N/A,18.6,2.3,15.1,28.91,38.03,11440,76081,13
Lake Elsinore Unified (Riverside),Riverside,Unified School District,21820,65.9,67.03,9.4,88.8,21.9,3.1,13.9,29.35,41.22,12262,90411,13
Paramount Unified (Los Angeles),Los Angeles,Unified School District,14875,95.9,96.56,31.1,87.9,19.7,2.6,9.9,29.49,41.18,13260,89306,13
Fresno Unified (Fresno),Fresno,Unified School District,73249,86.9,87.98,18.5,85.8,20.3,7.1,17.1,29.85,38,13641,79907,13
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,15906,53.1,58.55,25.6,89.5,22.3,7.5,9.7,31.04,43.64,11621,80013,13
Compton Unified (Los Angeles),Los Angeles,Unified School District,22975,83,94.12,29.4,84.1,21.8,1.3,13.8,31.44,37.98,14649,83364,13
Brawley Union High (Imperial),Imperial,High School District,1943,76.1,76.99,16.5,94.5,23.4,10.2,17.3,31.45,54.61,13768,99436,13
Sacramento City Unified (Sacramento),Sacramento,Unified School District,46933,71,73.03,19,84.7,20.7,5.6,16.6,32.52,42.63,13687,75296,13
Cajon Valley Union (San Diego),San Diego,Elementary School District,17468,68,71.18,35.1,N/A,20.9,3.3,12.3,32.56,41.44,12573,79794,13
Sutter Union High (Sutter),Sutter,High School District,775,32.9,33.29,1.5,97.9,23.3,3.5,14.2,32.97,63.74,11253,68123,13
Brittan Elementary (Sutter),Sutter,Elementary School District,464,49.8,50,2.4,N/A,23.2,1.2,15.5,34.21,46.05,8959,67577,13
Jamul-Dulzura Union Elementary (San Diego),San Diego,Elementary School District,750,52.9,55.73,16.9,N/A,22.1,1.7,10.8,34.48,47.06,12792,66520,13
